,Movie,Release Year,Certification,Duration,Genre,Imdb,Metascore,Votes
834,Zero,(2021– ),TV-MA,27 min,"Action, Comedy, Drama",5.6,Not Available,"1,003"
835, The Stand,(2020–2021),TV-MA,60 min,"Adventure, Drama, Fantasy",6.9,Not Available,"1,001"
836,Você nunca esteve sozinha - O doc de Juliette,(2021),Not Available,Not Available,"Documentary, Reality-TV",9.9,Not Available,"1,000"
837,Ninnila Ninnila,(2021),Not Available,118 min,"Comedy, Romance",7.6,Not Available,999
838, Grey's Anatomy,(2005– ),TV-14,Not Available,"Drama, Romance",5.2,Not Available,998
839, Jupiter's Legacy,(2021),TV-MA,44 min,"Action, Adventure, Drama",7.3,Not Available,997
840, Ray,(2021– ),TV-14,Not Available,"Crime, Drama, Thriller",7.3,Not Available,994
841, Line of Duty,(2012– ),TV-14,57 min,"Crime, Drama, Mystery",9.1,Not Available,992
842, Superstore,(2015–2021),TV-14,Not Available,Comedy,9.6,Not Available,992
843,400 Bullets,(2021),Not Rated,89 min,Action,4.5,Not Available,992
844,Tempt Raja,(2021),Not Available,108 min,Comedy,9.1,Not Available,990
845, Bang Baang,(2021– ),Not Available,Not Available,"Action, Thriller",9.3,Not Available,990
846, Wynonna Earp,(2016–2021),TV-14,43 min,"Action, Drama, Fantasy",9.5,Not Available,989
847, One Piece,(1999– ),TV-14,Not Available,"Animation, Action, Adventure",9.2,Not Available,985
848,Big Trick Energy,(2021– ),TV-14,Not Available,"Comedy, Reality-TV",7.7,Not Available,984
849, Bang Baang,(2021– ),Not Available,Not Available,"Action, Thriller",9.3,Not Available,980
850,Devineni,(2021),Not Available,122 min,Drama,9.8,Not Available,979
851, Superman and Lois,(2021– ),TV-PG,Not Available,"Action, Adventure, Drama",8.6,Not Available,974
852, Wynonna Earp,(2016–2021),TV-14,43 min,"Action, Drama, Fantasy",9.3,Not Available,973
853,It Was Always You,(2021 TV Movie),TV-G,86 min,"Comedy, Drama, Romance",7.1,Not Available,972
854, Formula 1: Drive to Survive,(2019– ),TV-MA,51 min,"Documentary, Sport",9.4,Not Available,968
855, Bang Baang,(2021– ),Not Available,Not Available,"Action, Thriller",9.3,Not Available,968
856, The Flash,(2014– ),TV-PG,42 min,"Action, Adventure, Drama",7.1,Not Available,966
857,Seance,(2021),R,92 min,"Horror, Mystery",5.2,45,962
858, Castlevania,(2017–2021),TV-MA,24 min,"Animation, Action, Adventure",9.1,Not Available,959
859, Mythic Quest: Raven's Banquet,(2020– ),TV-MA,37 min,Comedy,9.3,Not Available,959
860, Bang Baang,(2021– ),Not Available,Not Available,"Action, Thriller",9.3,Not Available,959
861, Bang Baang,(2021– ),Not Available,Not Available,"Action, Thriller",9.3,Not Available,956
862,Taking a Shot at Love,(2021 TV Movie),TV-G,84 min,"Drama, Romance",7.2,Not Available,955
863, Line of Duty,(2012– ),TV-14,57 min,"Crime, Drama, Mystery",7.8,Not Available,953
864,Glacier,(2021),Not Available,88 min,Drama,6.2,Not Available,953
865,L'ultimo paradiso,(2021),TV-MA,107 min,"Drama, Romance",5.6,Not Available,952
866,Dark Web: Cicada 3301,(2021),R,104 min,"Action, Comedy, Thriller",4.9,Not Available,950
867, Lupin,(2021– ),TV-MA,41 min,"Action, Crime, Drama",7.4,Not Available,948
868, Resident Alien,(2021– ),TV-14,46 min,"Comedy, Drama, Mystery",8.1,Not Available,947
869, Behind Her Eyes,(2021),TV-MA,49 min,"Drama, Mystery, Thriller",7.2,Not Available,947
870, It's a Sin,(2021),TV-MA,47 min,"Comedy, Drama, History",8.7,Not Available,946
871, The Stand,(2020–2021),TV-MA,61 min,"Adventure, Drama, Fantasy",6.9,Not Available,942
872,Beyond Evil,(2021– ),Not Available,70 min,"Drama, Mystery, Thriller",8.1,Not Available,942
873,Chernobyl: Abyss,(2021),Not Available,136 min,"Comedy, Drama, History",4.3,Not Available,941
874, Superman and Lois,(2021– ),TV-PG,Not Available,"Action, Adventure, Drama",8.8,Not Available,936
875, Castlevania,(2017–2021),TV-MA,24 min,"Animation, Action, Adventure",8.3,Not Available,931
876, The Flash,(2014– ),TV-PG,42 min,"Action, Adventure, Drama",5.7,Not Available,930
877, IMDb on the Scene - Interviews,(2017– ),Not Rated,Not Available,Talk-Show,7.6,Not Available,929
878,The Last Cruise,(2021),TV-14,40 min,"Documentary, Short",6.4,75,929
879, Riverdale,(2017– ),TV-PG,42 min,"Crime, Drama, Mystery",8.5,Not Available,929
880, Sweet Tooth,(2021– ),TV-14,Not Available,"Action, Adventure, Drama",7.8,Not Available,926
881, Snowpiercer,(2020– ),TV-MA,48 min,"Action, Drama, Sci-Fi",7.7,Not Available,922
882, Wynonna Earp,(2016–2021),TV-14,54 min,"Action, Drama, Fantasy",9.5,Not Available,918
883,Contract,(2021– ),Not Available,Not Available,Crime,7.4,Not Available,917
884, Fate: The Winx Saga,(2021– ),TV-MA,48 min,"Action, Adventure, Drama",7.4,Not Available,917
885, Superman and Lois,(2021– ),TV-PG,Not Available,"Action, Adventure, Drama",8.8,Not Available,916
886, Clarice,(2021– ),TV-14,42 min,"Crime, Drama, Mystery",7.0,Not Available,914
887,Hero Mode,(2021),PG,88 min,Comedy,5.0,46,912
888,Masameer County,(2021– ),TV-MA,Not Available,"Animation, Comedy, Drama",8.4,Not Available,909
889,The Sparks Brothers,(2021),R,140 min,"Documentary, Music",8.0,80,908
890,Ankara,(2021– ),Not Rated,Not Available,"Action, Drama",7.1,Not Available,908
891,Caught by a Wave,(2021),TV-14,99 min,"Drama, Romance, Sport",5.8,Not Available,907
892, The Serpent,(2021),TV-MA,59 min,"Crime, Drama, Thriller",7.2,Not Available,907
893, It's a Sin,(2021),TV-MA,48 min,"Comedy, Drama, History",9.0,Not Available,903
894,Nate Bargatze: The Greatest Average American,(2021 TV Special),TV-G,60 min,Comedy,7.3,Not Available,901
895,The Lady and the Dale,(2021),TV-14,212 min,"Documentary, Biography, Crime",6.8,Not Available,901
896, The Nevers,(2021– ),TV-MA,56 min,"Action, Drama, Fantasy",8.2,Not Available,900
897, Racket Boys,(2021– ),TV-14,83 min,"Comedy, Drama, Sport",1.0,Not Available,899
898,Ammaa Ki Boli,(2021),Not Available,117 min,"Comedy, Drama",7.8,Not Available,898
899, The Rookie,(2018– ),TV-14,43 min,"Comedy, Crime, Drama",7.9,Not Available,898
900, Lupin,(2021– ),TV-MA,47 min,"Action, Crime, Drama",7.9,Not Available,895
901, Sweet Tooth,(2021– ),TV-14,Not Available,"Action, Adventure, Drama",8.5,Not Available,895
902, Batwoman,(2019– ),TV-14,41 min,"Action, Adventure, Crime",5.0,Not Available,894
903, Racket Boys,(2021– ),TV-14,78 min,"Comedy, Drama, Sport",1.0,Not Available,892
904,Ghost Lab,(2021),TV-MA,117 min,"Drama, Horror, Thriller",5.2,Not Available,892
905,LOL - Hasse Toh Phasse,(2021– ),Not Available,Not Available,Comedy,3.7,Not Available,891
906, Behind Her Eyes,(2021),TV-MA,50 min,"Drama, Mystery, Thriller",7.2,Not Available,891
907,Sreekaram,(2021),Not Available,122 min,Drama,7.0,Not Available,885
908, The Flash,(2014– ),TV-PG,42 min,"Action, Adventure, Drama",5.9,Not Available,884
909, The Blacklist,(2013– ),TV-14,43 min,"Crime, Drama, Mystery",8.6,Not Available,884
910,Qubool Hai 2.0,(2021– ),Not Available,23 min,Romance,8.6,Not Available,884
911,Ögrenci Evi,(2021– ),Not Available,50 min,"Comedy, Drama, Romance",5.6,Not Available,884
912, Black Clover,(2017–2021),TV-14,24 min,"Animation, Action, Adventure",9.6,Not Available,883
913, Fate: The Winx Saga,(2021– ),TV-MA,51 min,"Action, Adventure, Drama",7.5,Not Available,883
914, Racket Boys,(2021– ),TV-14,64 min,"Comedy, Drama, Sport",1.0,Not Available,882
915, The Nevers,(2021– ),TV-MA,57 min,"Action, Drama, Fantasy",8.3,Not Available,882
916, This Is Us,(2016–2022),TV-14,43 min,"Comedy, Drama, Romance",8.9,Not Available,880
917, The Promised Neverland,(2019–2021),TV-14,23 min,"Animation, Adventure, Drama",8.1,Not Available,879
918, Resident Alien,(2021– ),TV-14,46 min,"Comedy, Drama, Mystery",8.2,Not Available,879
919,The Lockdown Hauntings,(2021),Not Available,101 min,Horror,5.4,Not Available,878
920, Behind Her Eyes,(2021),TV-MA,46 min,"Drama, Mystery, Thriller",7.6,Not Available,876
921, Sweet Tooth,(2021– ),TV-14,Not Available,"Action, Adventure, Drama",7.9,Not Available,875
922,Monsters at Work,(2021– ),TV-G,22 min,"Animation, Adventure, Comedy",7.4,Not Available,874
923, The Blacklist,(2013– ),TV-14,43 min,"Crime, Drama, Mystery",6.4,Not Available,872
924, The Rookie,(2018– ),TV-14,43 min,"Comedy, Crime, Drama",6.3,Not Available,870
925, The Blacklist,(2013– ),TV-14,42 min,"Crime, Drama, Mystery",6.4,Not Available,868
926, Riverdale,(2017– ),TV-14,42 min,"Crime, Drama, Mystery",7.2,Not Available,867
927, Behind Her Eyes,(2021),TV-MA,53 min,"Drama, Mystery, Thriller",7.5,Not Available,866
928,Sailor Moon Eternal,(2021),TV-14,160 min,"Animation, Action, Adventure",7.2,Not Available,865
929,Kemono Jihen,(2021– ),Not Available,24 min,"Animation, Action, Fantasy",7.5,Not Available,863
930,Girl Next,(2021),Not Available,102 min,"Horror, Thriller",6.4,Not Available,863
931, Castlevania,(2017–2021),TV-MA,24 min,"Animation, Action, Adventure",8.2,Not Available,861
932, Castlevania,(2017–2021),TV-MA,29 min,"Animation, Action, Adventure",8.4,Not Available,860
933, Fate: The Winx Saga,(2021– ),TV-MA,50 min,"Action, Adventure, Drama",7.7,Not Available,858
934, Snowpiercer,(2020– ),TV-MA,45 min,"Action, Drama, Sci-Fi",7.7,Not Available,857
935, Resident Alien,(2021– ),TV-14,45 min,"Comedy, Drama, Mystery",8.2,Not Available,856
936, Snowpiercer,(2020– ),TV-MA,47 min,"Action, Drama, Sci-Fi",8.2,Not Available,854
937, Resident Alien,(2021– ),TV-14,46 min,"Comedy, Drama, Mystery",8.4,Not Available,847
938, Allen v. Farrow,(2021),TV-MA,56 min,"Documentary, Biography, Crime",5.1,Not Available,844
939, Walker,(2021– ),TV-14,42 min,"Action, Crime, Drama",7.4,Not Available,844
940, Resident Alien,(2021– ),TV-14,46 min,"Comedy, Drama, Mystery",8.5,Not Available,843
941,The Mysterious Benedict Society,(2021– ),TV-PG,Not Available,"Adventure, Comedy, Drama",7.7,Not Available,842
942, The Flash,(2014– ),TV-PG,42 min,"Action, Adventure, Drama",6.0,Not Available,840
943,Ishk Par Zor Nahin,(2021– ),Not Available,Not Available,Drama,9.0,Not Available,839
944, Fate: The Winx Saga,(2021– ),TV-MA,47 min,"Action, Adventure, Drama",7.5,Not Available,837
945, Superstore,(2015–2021),TV-14,Not Available,Comedy,6.5,Not Available,835
946,The 93rd Oscars,(2021 TV Special),TV-14,150 min,Not Available,3.5,Not Available,835
947,Oprah with Meghan and Harry: A CBS Primetime Special,(2021 TV Special),TV-PG,86 min,Talk-Show,5.2,Not Available,834
948, My Hero Academia,(2016– ),TV-14,24 min,"Animation, Action, Adventure",6.9,Not Available,833
949, The Rookie,(2018– ),TV-14,Not Available,"Comedy, Crime, Drama",6.3,Not Available,833
950,Kamali from Nadukkaveri,(2021),Not Available,147 min,Drama,7.7,Not Available,833
951, Riverdale,(2017– ),TV-14,42 min,"Crime, Drama, Mystery",7.5,Not Available,831
952,Settlers,(2021),Not Available,103 min,Sci-Fi,4.6,Not Available,829
953, This Is Us,(2016–2022),TV-14,42 min,"Comedy, Drama, Romance",8.6,Not Available,826
954, Tandav,(2021– ),TV-14,38 min,"Drama, Thriller",5.3,Not Available,826
955, Black Clover,(2017–2021),TV-PG,24 min,"Animation, Action, Adventure",9.6,Not Available,822
956, The Stand,(2020–2021),TV-MA,57 min,"Adventure, Drama, Fantasy",6.5,Not Available,821
957, Black Clover,(2017–2021),TV-PG,24 min,"Animation, Action, Adventure",9.3,Not Available,821
958,Rogue Hostage,(2021),Not Rated,93 min,"Action, Thriller",3.1,Not Available,821
959, Castlevania,(2017–2021),TV-MA,28 min,"Animation, Action, Adventure",8.3,Not Available,820
960, Castlevania,(2017–2021),TV-MA,25 min,"Animation, Action, Adventure",8.4,Not Available,818
961, Ray,(2021– ),TV-14,Not Available,"Crime, Drama, Thriller",6.0,Not Available,816
962, The Promised Neverland,(2019–2021),TV-14,23 min,"Animation, Adventure, Drama",6.2,Not Available,812
963, The Promised Neverland,(2019–2021),TV-14,23 min,"Animation, Adventure, Drama",6.5,Not Available,812
964,Zero Nine,(2021),Not Available,93 min,"Action, Crime, Thriller",8.6,Not Available,812
965,Topi,(2021),Not Available,60 min,"Drama, Thriller",6.8,Not Available,812
966,Alludu Adhurs,(2021),Not Available,149 min,"Action, Comedy",3.3,Not Available,812
967,Punky Brewster,(2021– ),TV-PG,Not Available,Comedy,6.9,Not Available,812
968, Castlevania,(2017–2021),TV-MA,26 min,"Animation, Action, Adventure",8.3,Not Available,811
969, This Is Us,(2016–2022),TV-14,43 min,"Comedy, Drama, Romance",8.2,Not Available,810
970, American Gods,(2017–2021),TV-MA,51 min,"Drama, Fantasy, Mystery",6.3,Not Available,810
971,Stanley Tucci: Searching for Italy,(2021– ),Not Rated,60 min,"Documentary, Reality-TV",8.7,Not Available,809
972, RuPaul's Drag Race All Stars,(2012– ),TV-14,62 min,"Game-Show, Reality-TV",9.4,Not Available,807
973,Kisah untuk Geri,(2021),TV-14,50 min,"Drama, Romance",9.6,Not Available,807
974, Snowpiercer,(2020– ),TV-MA,48 min,"Action, Drama, Sci-Fi",7.9,Not Available,807
975, The Blacklist,(2013– ),TV-14,43 min,"Crime, Drama, Mystery",6.4,Not Available,803
976,86,(2021– ),TV-14,24 min,"Animation, Action, Drama",8.0,Not Available,800
977,Chathur Mukham,(2021),Not Available,138 min,"Horror, Thriller",6.5,Not Available,800
978,As Luck Would Have It,(2021 TV Movie),TV-G,86 min,"Drama, Romance",7.1,Not Available,799
979, Snowpiercer,(2020– ),TV-MA,47 min,"Action, Drama, Sci-Fi",7.2,Not Available,796
980, The Stand,(2020–2021),TV-PG,49 min,"Adventure, Drama, Fantasy",6.4,Not Available,793
981,Endangered Species,(2021),R,101 min,"Action, Thriller",4.5,Not Available,792
982,Godzilla Singular Point,(2021– ),TV-14,24 min,"Animation, Action, Adventure",6.6,Not Available,792
983,Edge of the World,(2021),Not Available,104 min,"Adventure, Drama",5.2,42,791
984, The Blacklist,(2013– ),TV-14,42 min,"Crime, Drama, Mystery",8.6,Not Available,791
985,Janowar,(2021),Not Available,77 min,"Crime, Drama, Thriller",8.2,Not Available,791
986, The Rookie,(2018– ),TV-14,Not Available,"Comedy, Crime, Drama",7.7,Not Available,788
987, Line of Duty,(2012– ),TV-14,58 min,"Crime, Drama, Mystery",8.3,Not Available,787
988,Canine Intervention,(2021– ),TV-14,Not Available,"Documentary, Reality-TV",6.5,Not Available,787
989,RuPaul's Drag Race Down Under,(2021– ),TV-MA,54 min,"Game-Show, Reality-TV",5.5,Not Available,785
990, Tandav,(2021– ),TV-14,29 min,"Drama, Thriller",4.7,Not Available,784
991,Kadhanika,(2021),Not Available,128 min,Thriller,8.8,Not Available,782
992, Line of Duty,(2012– ),TV-14,58 min,"Crime, Drama, Mystery",8.3,Not Available,779
993, Batwoman,(2019– ),TV-14,42 min,"Action, Adventure, Crime",5.5,Not Available,778
994,Separation,(I) (2021),R,107 min,Horror,4.5,Not Available,777
995, The Blacklist,(2013– ),TV-14,42 min,"Crime, Drama, Mystery",7.2,Not Available,777
996, One Piece,(1999– ),TV-14,Not Available,"Animation, Action, Adventure",9.0,Not Available,776
997, American Gods,(2017–2021),TV-MA,56 min,"Drama, Fantasy, Mystery",7.5,Not Available,774
998,Zoya,(2021),Not Available,105 min,"Drama, War",3.8,Not Available,771
999, The Flash,(2014– ),TV-PG,Not Available,"Action, Adventure, Drama",7.2,Not Available,765
1000, The Stand,(2020–2021),TV-MA,57 min,"Adventure, Drama, Fantasy",6.6,Not Available,764
1001, The Flash,(2014– ),TV-PG,Not Available,"Action, Adventure, Drama",4.7,Not Available,764
1002, Night Stalker: The Hunt for a Serial Killer,(2021),TV-MA,48 min,"Documentary, Crime, Mystery",7.6,Not Available,764
1003,Hemingway,(2021– ),TV-14,120 min,"Documentary, Biography",8.1,Not Available,764
1004,Creation Stories,(2021),Not Available,105 min,"Biography, Drama, Music",6.2,61,762
1005, The Blacklist,(2013– ),TV-14,43 min,"Crime, Drama, Mystery",6.8,Not Available,762
1006, Inside No. 9,(2014– ),TV-MA,Not Available,"Comedy, Drama, Horror",6.7,Not Available,762
1007, Servant,(2019– ),TV-MA,26 min,"Drama, Horror, Mystery",7.3,Not Available,762
1008,Pørni,(2021– ),Not Available,Not Available,"Comedy, Drama",8.3,Not Available,761
1009,To Olivia,(2021),Not Available,99 min,Drama,6.5,Not Available,759
1010, The Blacklist,(2013– ),TV-14,42 min,"Crime, Drama, Mystery",8.5,Not Available,759
1011, Boruto: Naruto Next Generations,(2017– ),TV-14,24 min,"Animation, Action, Adventure",9.3,Not Available,759
1012,Kabadadaari,(2021),Not Rated,146 min,"Crime, Drama, Thriller",6.6,Not Available,759
1013,That Damn Michael Che,(2021– ),TV-MA,30 min,Comedy,7.5,Not Available,754
1014, Debris,(2021),TV-14,43 min,"Drama, Mystery, Sci-Fi",7.4,Not Available,754
1015, Line of Duty,(2012– ),TV-14,57 min,"Crime, Drama, Mystery",8.4,Not Available,751
1016,Trust,(II) (2021),Not Available,94 min,"Drama, Romance",5.4,Not Available,749
1017, Master of None,(2015– ),TV-MA,52 min,"Comedy, Drama",6.8,Not Available,749
1018, Riverdale,(2017– ),TV-14,41 min,"Crime, Drama, Mystery",6.9,Not Available,749
1019,Dad,(2021),Not Available,76 min,"Comedy, Drama",6.7,Not Available,748
1020,Kid Cosmic,(2021– ),TV-Y7,25 min,"Animation, Action, Adventure",8.1,Not Available,747
1021,A Palace for Putin. The Story of the Biggest Bribe,(2021),Not Available,113 min,Documentary,8.9,Not Available,745
1022,Newton's Cradle,(2021– ),Not Available,Not Available,"Drama, Thriller",8.4,Not Available,745
1023,Time to Dance,(2021),Not Available,113 min,"Musical, Romance",1.8,Not Available,742
1024, Master of None,(2015– ),TV-MA,25 min,"Comedy, Drama",5.7,Not Available,742
1025, Dracula,(2021– ),Not Available,Not Available,"Comedy, Drama",9.5,Not Available,741
1026,Power Play,(2021),Not Available,135 min,Thriller,7.1,Not Available,741
1027,Arlo the Alligator Boy,(2021 TV Movie),TV-Y7,90 min,"Animation, Adventure, Comedy",6.7,Not Available,740
1028, Boruto: Naruto Next Generations,(2017– ),TV-14,24 min,"Animation, Action, Adventure",9.4,Not Available,738
1029,Secret of the Ninth,(2021),Not Available,57 min,Documentary,9.1,Not Available,737
1030,Animals on the Loose: A You vs. Wild Movie,(2021 TV Movie),TV-PG,90 min,"Adventure, Reality-TV",5.8,Not Available,737
1031,Eden,(I) (2021– ),TV-Y7,25 min,"Animation, Action, Adventure",6.7,Not Available,735
1032,Me You Madness,(2021),R,98 min,Comedy,3.7,7,734
1033, The Stand,(2020–2021),TV-MA,49 min,"Adventure, Drama, Fantasy",5.2,Not Available,734
1034, The Serpent,(2021),TV-MA,58 min,"Crime, Drama, Thriller",7.5,Not Available,733
1035, Black Clover,(2017–2021),TV-PG,24 min,"Animation, Action, Adventure",9.5,Not Available,732
1036,Mohan Kumar Fans,(2021),Not Available,126 min,Drama,5.6,Not Available,732
1037, Snowpiercer,(2020– ),TV-MA,48 min,"Action, Drama, Sci-Fi",7.3,Not Available,732
1038, This Is Us,(2016–2022),TV-14,43 min,"Comedy, Drama, Romance",8.3,Not Available,731
1039, Them,(2021– ),TV-14,49 min,"Drama, Horror, Thriller",7.9,Not Available,729
1040, Grey's Anatomy,(2005– ),TV-14,Not Available,"Drama, Romance",6.2,Not Available,729
1041, This Is Us,(2016–2022),TV-14,43 min,"Comedy, Drama, Romance",8.4,Not Available,727
1042,When NEET aspirant met an IIT aspirant,(2021),Not Available,46 min,"Comedy, Romance",9.8,Not Available,727
1043,Donny's Bar Mitzvah,(2021),Not Available,79 min,"Comedy, Drama",7.3,Not Available,726
1044,Override,(2021),TV-14,95 min,"Crime, Sci-Fi, Thriller",4.7,Not Available,723
1045, Elite,(2018– ),TV-MA,54 min,"Crime, Drama, Thriller",7.3,Not Available,723
1046, A Discovery of Witches,(2018– ),TV-MA,Not Available,"Drama, Fantasy, Romance",8.0,Not Available,723
1047, Riverdale,(2017– ),TV-14,42 min,"Crime, Drama, Mystery",5.8,Not Available,721
1048,Ee Kathalo Paathralu Kalpitam,(2021),Not Available,119 min,"Drama, Thriller",7.1,Not Available,721
1049, For All Mankind,(2019– ),TV-MA,56 min,"Drama, Sci-Fi",8.1,Not Available,720
